N,P,K,temperature,humidity,ph,rainfall,label
60.5,73.7,66.9,20.18,86.88,5.13,60.93,Potato
18.9,20.8,230.4931517000989,27.7,61.05,6.89,96.03,Mango
68.0,56.6,65.3,20.34,70.52,6.59,49.96,Onion
-5.2195189285480375,52.7,27.8,24.01,71.59,6.4,55.51,Soybean
79.2,44.4,86.5,29.27,73.83,6.75,82.76,Chili
79.9,58.5,86.4,26.31,69.09,6.56,93.92,Chili
122.1,96.9,405.3,29.15,77.2,6.05,167.83,Banana
56.1,28.0,29.1,30.93,51.84,6.56,65.49,Millet
32.5,81.7,29.6,13.6,78.88,7.13,49.56,Pea
100.3,69.5,97.6,26.98,82.95,7.15,111.27,Sugarcane
28.0,79.2,31.1,18.44,64.69,6.87,36.14,Lentil
22.1,48.4,33.3,22.36,70.59,6.58,54.76,Soybean
75.8,62.3,72.3,14.19,71.36,6.74,35.46,Garlic
62.9,41.5,38.0,19.86,54.98,6.94,75.69,Wheat
52.4,55.1,54.8,12.12,62.97,6.71,54.14,Mustard
104.6,79.3,123.8,17.91,84.13,5.87,74.96,Cauliflower
96.8,55.6,77.5,27.75,73.4,6.49,101.85,Chili
61.6,50.9,52.8,16.73,70.26,6.9,60.66,Mustard
42.3,38.0,30.6,15.54,65.19,6.28,51.99,Barley
70.6,239.3315953130904,59.2,24.77,76.73,6.41,57.82,Tomato
120.9,92.0,402.7,27.9,78.99,5.8,139.45,Banana
31.5,18.3,35.9,22.55,60.11,6.26,163.77,Apple
63.5,67.7,60.3,18.21,84.69,5.3,61.77,Potato
52.4,37.3,50.1,15.66,62.72,6.57,50.62,Barley
67.4,52.4,46.8,19.48,60.0,6.44,80.04,Wheat
53.6,30.8,30.8,29.83,52.52,6.27,54.02,Millet
50.6,30.5,31.0,32.17,56.93,6.62,35.28,Millet
29.8,83.6,24.3,14.27,72.7,6.51,50.55,Pea
103.6,45.4,78.9,22.71,72.83,6.54,89.85,Maize
31.4,15.8,33.9,18.18,62.78,6.16,134.23,Apple
34.8,78.3,28.2,16.28,74.68,6.73,54.56,Pea
101.4,55.0,50.5,25.88,84.8,6.67,247.04,Rice
27.3,87.0,29.8,21.94,63.97,6.93,34.51,Lentil
58.1,59.0,67.9,20.32,70.98,6.44,53.95,Onion
-9.564607572278105,63.4,67.9,20.66,68.34,6.34,,Onion
129.1,71.2,118.1,17.3,87.9,6.32,80.39,Cabbage
53.2,62.8,68.0,17.76,65.76,6.76,61.42,Mustard
127.6,81.1,131.6,17.1,81.9,6.17,70.32,Cauliflower
96.6,83.9,86.6,27.21,83.08,7.26,105.51,Sugarcane
66.4,58.4,68.0,27.37,63.5,6.49,66.56,Tomato
31.5,25.2,33.7,27.96,62.11,6.28,104.2,Mango
84.9,67.4,78.1,52.523452073952676,71.44,6.37,69.56,Chili
71.7,61.2,76.4,16.74,67.47,6.36,52.1,Garlic
90.4,87.6,97.5,27.1,76.99,7.46,95.68,Sugarcane
56.5,31.5,24.4,27.86,52.54,6.63,41.94,Millet
34.4,16.2,31.7,27.21,60.31,6.75,98.21,Mango
72.8,40.9,52.7,20.83,55.34,6.84,57.5,Wheat
88.2,59.2,111.9,30.92,80.55,7.09,117.72,Sugarcane
134.9,72.6,126.9,17.39,86.74,6.3,75.61,Cabbage
123.8,81.3,118.9,18.54,81.92,5.96,79.18,Cauliflower
27.1,22.5,36.6,22.38,55.52,6.14,131.16,Apple
85.1,47.9,66.9,30.82,66.64,6.38,104.9,Chili
134.8,71.7,129.2,18.69,85.85,6.08,72.64,Cauliflower
28.5,19.9,29.3,32.17,56.25,6.29,84.03,Mango
61.8,47.3,34.6,19.03,59.9,6.52,67.2,Wheat
52.8,58.6,57.6,16.36,63.54,6.32,57.77,Mustard
99.4,67.7,55.3,27.41,91.93,6.09,270.31,Rice
30.6,80.4,32.2,16.27,67.57,6.2,33.0,Lentil
133.1,76.7,114.1,17.46,85.37,5.92,76.39,Cauliflower
31.7,23.6,35.4,30.06,57.45,5.93,108.68,Mango
52.5,49.6,50.7,14.46,64.78,6.6,53.92,Barley
32.8,78.9,30.7,19.28,66.3,6.72,38.43,Lentil
31.3,18.8,29.3,31.61,57.7,6.76,112.59,Mango
56.2,61.4,,14.2,64.81,6.75,65.76,Mustard
60.2,48.9,67.0,23.95,64.77,6.53,69.3,Tomato
102.0,65.1,68.2,27.25,86.99,6.03,204.33,Rice
61.1,53.4,53.0,16.13,65.76,6.47,50.08,Mustard
55.7,43.6,47.2,17.42,64.02,6.24,59.58,Barley
108.0,66.8,86.1,21.81,66.4,6.28,86.64,Maize
86.4,53.7,74.1,29.32,71.25,6.45,91.4,Chili
31.6,27.0,33.0,20.91,60.01,5.91,127.33,Apple
108.3,83.5,127.7,17.88,85.44,6.24,71.69,Cabbage
66.1,68.1,63.5,21.13,85.72,4.89,58.59,Potato
82.7,57.6,78.9,29.48,71.01,6.51,87.57,Chili
59.2,53.6,57.8,19.86,65.41,6.87,55.53,Mustard
26.3,49.9,28.7,26.01,74.67,6.3,53.11,Soybean
88.1,61.4,76.9,28.24,70.25,6.61,92.11,Chili
34.4,44.4,25.5,24.19,65.04,6.31,56.3,Soybean
89.7,43.3,82.3,26.03,73.72,6.38,84.46,Chili
124.0,89.9,350.3,28.03,81.9,6.19,668.4079376145407,Banana
26.1,86.3,28.3,13.74,72.2,6.44,49.33,Pea
110.9,57.5,58.6,26.05,84.96,6.09,194.4,Rice
135.4,87.8,129.7,17.75,85.85,6.26,74.69,Cabbage
62.3,33.6,32.4,30.16,55.54,6.56,62.9,Millet
101.9,73.8,65.8,26.68,90.5,6.15,174.05,Rice
31.5,36.4,27.6,25.69,71.37,6.7,54.52,Soybean
125.9,102.0,343.4,26.8,80.24,6.13,131.05,Banana
115.5,78.5,116.6,18.9,85.36,6.33,73.51,Cabbage
30.2,77.7,30.6,18.9,63.3,6.72,33.29,Lentil
55.6,54.4,56.3,21.4,64.09,6.63,46.67,Mustard
28.2,18.6,28.3,21.87,58.97,5.7,139.36,Apple
57.0,28.9,34.7,30.22,49.98,6.06,37.24,Millet
65.1,57.1,60.1,28.56,68.88,6.36,57.69,Tomato
28.6,75.2,29.9,12.54,74.35,6.74,50.2,Pea
28.2,20.9,31.5,21.7,61.53,6.0,131.52,Apple
99.4,61.6,86.3,23.29,69.36,6.36,89.25,Maize
59.4,24.8,28.2,30.55,52.9,6.8,39.26,Millet
60.5,72.5,56.1,14.59,72.47,6.61,43.37,Garlic
34.6,24.5,25.4,22.51,61.27,6.03,161.53,Apple
59.0,66.8,69.2,18.41,69.03,6.37,53.86,Onion
35.2,83.2,28.9,18.67,63.78,6.61,46.46,Lentil
136.9,83.9,126.3,18.67,86.32,6.06,69.73,Cabbage
52.7,30.0,23.3,26.16,50.2,5.56,48.39,Millet
99.0,56.9,49.4,28.78,86.17,5.96,153.19,Rice
32.7,20.3,37.3,28.7,57.0,6.64,94.38,Mango
124.8,73.5,112.9,17.26,83.44,5.88,85.03,Cauliflower
96.3,65.0,64.1,27.45,87.79,6.57,210.21,Rice
108.0,55.9,59.1,27.54,85.54,6.41,221.98,Rice
63.1,54.6,69.2,25.56,71.67,6.47,65.9,Tomato
58.3,48.5,42.0,22.87,66.64,6.56,70.42,Wheat
109.7,109.4,308.1,26.68,80.88,6.09,131.5,Banana
30.8,45.5,31.0,25.15,74.14,6.52,50.14,Soybean
28.4,89.4,35.5,16.39,76.82,6.87,41.53,Pea
133.9,79.2,111.5,18.35,82.04,5.74,74.11,Cauliflower
63.8,45.2,37.8,19.5,59.83,7.41,65.73,Wheat
27.1,89.0,29.0,19.36,68.52,6.88,41.36,Lentil
31.1,80.9,29.8,12.21,75.14,6.78,43.46,Pea
71.7,52.0,68.5,25.27,64.55,6.28,59.0,Tomato
92.9,49.8,55.4,27.39,88.11,6.19,233.8,Rice
65.7,45.5,64.7,25.38,69.71,6.32,53.69,Tomato
104.2,59.9,54.0,27.69,85.81,6.49,221.32,Rice
140.2,99.8,382.6,28.41,78.09,5.89,153.33,Banana
62.5,69.6,67.0,18.64,84.59,4.95,60.63,Potato
31.9,23.7,34.0,28.74,56.85,6.48,92.73,Mango
34.0,40.3,25.4,26.97,72.44,6.71,57.67,Soybean
31.1,24.3,30.2,26.17,54.33,6.75,95.25,Mango
29.2,63.8,28.2,14.95,74.96,6.43,51.52,Pea
104.6,67.1,48.3,24.54,82.4,6.18,242.94,Rice
30.0,39.4,29.8,24.92,70.54,6.61,51.54,Soybean
131.8,86.3,126.3,16.9,85.74,6.08,78.37,Cauliflower
100.7,58.3,70.0,20.87,90.23,6.56,173.17,Rice
63.6,53.0,48.4,19.77,58.27,6.66,78.57,Wheat
60.2,54.7,46.9,13.67,,6.43,64.3,Mustard
95.1,76.7,81.9,30.52,82.59,7.36,111.62,Sugarcane
103.5,73.5,92.3,24.67,83.48,7.28,104.6,Sugarcane
60.8,48.5,64.2,23.56,73.02,6.45,59.53,Tomato
32.3,21.0,37.8,21.4,59.53,5.86,130.08,Apple
58.9,,59.1,21.97,76.23,6.21,61.23,Tomato
58.7,46.8,49.4,19.3,51.32,6.8,78.64,Wheat
66.1,62.6,60.8,18.17,94.42,5.07,53.58,Potato
67.7,68.8,72.8,20.87,70.46,6.43,46.69,Onion
76.5,50.7,86.5,24.89,70.98,6.55,86.48,Chili
132.3,91.1,395.3,28.2,78.67,5.85,138.2,Banana
62.3,-3.8949210472717164,60.5,18.31,83.1,5.06,58.32,Potato
30.2,88.3,31.0,19.09,66.75,7.06,31.92,Lentil
120.2,78.5,124.1,18.45,87.24,6.08,81.16,Cauliflower
29.1,40.5,39.0,25.4,67.16,6.64,57.56,Soybean
126.3,96.9,453.0,28.24,79.32,5.87,139.02,Banana
62.5,44.9,36.2,18.84,58.64,6.62,76.27,Wheat
133.5,92.5,431.1,27.54,78.43,6.09,156.21,Banana
118.5,81.0,136.5,18.38,86.51,6.22,73.36,Cabbage
94.5,46.5,81.0,23.69,69.59,6.31,83.67,Maize
27.4,25.4,36.6,30.88,62.61,6.31,116.23,Mango
30.4,73.2,27.5,14.83,72.93,6.47,45.84,Pea
66.7,67.6,58.8,19.36,85.98,5.05,63.15,Potato
31.5,20.0,29.5,21.48,58.62,1.665604710275957,148.13,Apple
26.4,80.8,29.3,20.6,67.33,6.95,39.54,Lentil
80.0,51.1,76.7,26.24,69.04,6.32,86.86,Chili
48.9,32.4,26.1,33.01,49.76,6.74,43.18,Millet
59.7,59.5,67.0,19.84,71.56,6.43,47.09,Onion
66.3,38.8,46.7,19.74,53.64,6.53,71.55,Wheat
32.9,45.4,30.6,23.61,64.27,6.54,58.02,Soybean
67.2,68.3,68.3,19.55,70.42,6.39,58.37,Onion
65.0,57.0,56.1,15.33,62.17,6.73,60.33,Mustard
57.7,64.2,66.2,16.61,68.46,6.29,43.83,Garlic
23.4,46.7,28.7,25.53,71.95,6.71,49.98,Soybean
32.3,13.0,34.0,32.3,58.39,6.58,92.58,Mango
103.9,91.1,371.8,28.1,80.31,6.11,143.43,Banana
31.3,45.8,27.2,26.01,67.48,6.48,59.82,Soybean
95.6,61.3,76.0,21.89,67.71,6.11,86.22,Maize
38.0,22.4,30.6,29.17,59.18,6.89,95.91,Mango
48.6,53.1,51.3,15.51,64.2,6.9,63.63,Barley
53.5,39.0,37.8,18.92,59.12,7.17,53.98,Barley
57.7,32.2,28.2,28.32,49.51,5.65,50.67,Millet
108.7,58.6,86.2,24.95,74.37,6.18,82.89,Maize
29.9,75.5,33.0,23.3,65.31,1.5637611267619531,41.04,Lentil
95.0,58.7,90.3,27.23,86.69,6.91,84.98,Sugarcane
91.7,70.9,101.1,29.49,83.15,7.4,93.51,Sugarcane
63.8,69.9,69.2,15.8,70.0,6.43,51.98,Onion
34.6,49.0,20.2,23.33,73.15,6.53,51.59,Soybean
61.0,44.1,45.9,14.94,58.23,7.2,47.82,Barley
113.2,104.8,347.6,28.1,79.25,6.2,134.76,Banana
88.3,63.8,84.6,27.5,83.46,7.23,115.51,Sugarcane
60.8,62.7,68.0,13.85,67.76,6.5,49.75,Garlic
31.7,20.2,30.6,19.11,58.76,5.89,131.21,Apple
67.6,56.5,65.2,26.55,67.8,6.32,59.92,Tomato
125.6,100.5,426.3,28.03,77.15,6.19,113.29,Banana
19.3,47.0,30.1,22.2,71.03,6.58,56.97,Soybean
70.9,49.4,68.5,23.42,70.35,6.49,55.6,Tomato
66.5,67.7,72.5,19.35,91.2,5.03,64.43,Potato
30.1,19.5,33.4,29.49,62.56,6.36,101.63,Mango
99.9,69.9,60.5,25.35,91.31,6.38,199.07,Rice
88.6,63.5,110.0,29.29,80.16,7.37,115.01,Sugarcane
32.4,48.5,35.3,23.68,72.31,6.45,58.97,Soybean
93.5,61.7,92.8,28.08,83.17,6.63,127.46,Sugarcane
61.4,64.4,53.7,21.28,66.58,6.61,43.54,Onion
,18.8,19.7,21.4,57.85,6.19,145.2,Apple
65.7,60.2,65.8,14.83,70.27,6.72,46.3,Garlic
59.3,53.7,62.0,12.88,66.09,6.87,51.63,Mustard
54.5,39.1,42.0,13.65,60.2,6.86,57.3,Barley
61.8,51.4,62.4,22.72,67.38,6.66,64.9,Tomato
33.9,42.8,29.0,22.78,67.53,6.59,55.03,Soybean
131.7,105.4,371.3,28.43,78.61,5.73,135.1,Banana
66.3,62.3,57.2,16.11,67.75,6.25,44.9,Garlic
29.3,38.3,24.5,26.61,71.82,6.57,58.07,Soybean
29.1,82.5,31.8,18.93,63.72,6.6,31.66,Lentil
56.1,28.7,29.2,29.73,47.33,6.24,62.02,Millet
51.6,50.0,50.1,18.42,66.26,6.95,53.11,Mustard
74.6,60.2,70.4,19.86,87.18,4.95,59.05,Potato
128.5,97.3,348.5,28.64,81.51,6.12,137.57,Banana
92.0,62.8,91.6,28.2,84.78,6.94,97.39,Sugarcane
53.0,32.9,23.4,30.01,55.25,6.42,58.17,Millet
49.5,31.1,33.8,28.35,45.28,5.93,53.29,Millet
29.3,94.9,23.9,18.5,64.77,6.7,35.21,Lentil
48.5,27.3,36.9,27.99,47.82,6.23,49.5,Millet
33.6,40.7,33.2,26.17,76.17,6.43,51.34,Soybean
32.0,22.5,28.0,22.39,57.89,6.23,145.9,Apple
87.9,71.4,100.7,30.25,79.43,7.73,122.09,Sugarcane
68.4,55.7,68.5,15.67,69.69,6.11,52.47,Garlic
112.8,100.1,453.7,27.84,81.55,6.08,152.74,Banana
57.9,47.9,64.0,24.73,72.84,6.5,64.03,Tomato
23.4,83.0,35.7,14.98,66.15,6.71,33.96,Lentil
28.7,84.0,,16.94,75.94,6.76,50.92,Pea
57.8,65.7,66.2,21.48,91.95,4.96,59.83,Potato
57.9,34.6,31.3,32.21,50.77,6.63,60.06,Millet
77.7,64.8,64.2,15.05,70.41,6.53,44.92,Garlic
26.1,86.9,31.7,17.32,64.94,6.85,35.04,Lentil
94.4,55.7,66.9,26.66,86.49,6.01,235.59,Rice
50.7,37.9,46.2,17.49,63.37,6.86,58.2,Barley
88.7,51.7,104.9,31.59,81.12,6.92,103.08,Sugarcane
85.1,61.5,76.3,21.67,72.32,6.63,82.73,Maize
120.4,101.5,446.7,28.3,78.66,6.46,141.05,Banana
68.8,42.9,39.3,19.25,64.19,6.62,77.99,Wheat
34.8,77.4,29.7,21.68,65.57,6.36,37.91,Lentil
28.5,27.0,25.7,32.17,64.05,7.13,86.76,Mango
28.3,88.7,27.2,18.78,65.32,6.66,46.78,Lentil
30.0,85.8,23.8,13.91,72.97,6.59,37.06,Pea
62.0,68.9,59.7,19.54,69.7,6.4,48.19,Onion
107.1,70.3,89.7,34.59,79.2,7.01,114.75,Sugarcane
105.0,65.3,53.9,31.01,84.0,6.4,279.76,Rice
22.5,81.3,34.4,20.57,66.04,7.15,38.87,Lentil
134.3,95.1,349.3,28.36,79.09,6.3,143.95,Banana
29.0,17.8,28.1,33.25,60.75,5.84,95.66,Mango
26.5,12.7,30.4,30.96,59.64,6.32,103.87,Mango
96.8,53.6,78.8,23.24,69.97,6.46,100.11,Maize
58.9,54.5,61.3,19.66,64.9,6.76,45.79,Mustard
27.4,16.9,24.6,29.63,58.1,6.82,87.94,Mango
50.0,54.4,50.4,19.16,65.29,6.97,59.77,Mustard
63.1,50.4,62.3,22.48,71.83,6.39,48.63,Tomato
25.9,15.5,35.3,30.5,60.47,6.28,107.56,Mango
48.0,47.4,50.2,20.32,64.09,6.84,55.37,Mustard
66.1,51.0,42.5,16.87,62.07,6.59,65.09,Wheat
68.3,71.9,68.7,17.22,69.35,6.75,48.48,Garlic
119.4,89.4,133.3,17.75,84.64,6.32,76.96,Cabbage
125.8,82.2,138.2,17.38,86.13,5.81,73.45,Cauliflower
115.7,55.2,77.2,22.41,71.32,6.45,95.7,Maize
93.0,63.2,81.9,23.94,67.36,6.41,73.62,Maize
93.3,56.6,65.6,51.22222107628511,86.9,6.16,215.21,Rice
95.0,61.2,85.1,25.85,69.21,6.5,108.14,Chili
51.8,63.1,58.7,19.74,64.83,6.88,50.52,Mustard
36.6,48.8,31.4,23.36,71.9,6.38,59.22,Soybean
34.3,16.0,32.8,21.82,56.75,6.33,143.09,Apple
30.2,21.4,28.8,27.89,65.62,7.3,101.19,Mango
69.1,62.7,61.0,21.7,84.28,5.07,61.1,Potato
57.0,60.3,61.5,22.51,63.61,6.61,56.81,Mustard
61.6,70.1,64.2,13.97,69.63,6.58,46.22,Garlic
134.6,78.4,116.6,18.32,82.72,6.32,75.14,Cauliflower
117.7,81.9,124.5,19.12,86.53,6.27,73.67,Cabbage
60.1,55.8,63.3,16.13,65.81,6.69,61.91,Mustard
26.4,78.2,29.3,15.89,74.6,7.06,45.12,Pea
124.6,85.8,122.3,17.74,83.47,6.34,76.45,Cabbage
139.1,103.1,417.4,28.93,78.95,5.75,142.67,Banana
33.8,25.3,33.3,22.27,58.85,5.89,129.62,Apple
57.0,55.2,58.4,19.49,62.73,1.5068156385077374,52.52,Mustard
52.9,60.5,56.2,20.11,61.02,6.77,47.11,Mustard
128.5,112.3,412.6,27.85,79.99,6.0,133.07,Banana
89.8,54.6,70.7,22.5,75.56,6.58,100.44,Chili
62.0,71.6,67.1,15.37,67.95,6.34,40.47,Garlic
62.5,67.7,54.7,17.89,70.51,6.53,36.85,Garlic
81.5,52.7,82.6,31.55,70.67,6.25,60.47,Chili
89.5,53.7,76.3,19.45,70.16,6.35,71.06,Maize
126.2,104.3,377.6,27.48,80.67,6.25,140.15,Banana
62.1,69.3,65.0,16.03,67.56,6.49,46.61,Garlic
100.3,65.1,75.9,23.04,71.04,6.02,101.79,Maize
66.4,56.8,70.9,23.89,67.15,6.24,61.22,Tomato
33.5,77.7,31.6,22.37,65.37,6.72,38.31,Lentil
29.0,50.2,27.2,24.0,71.98,6.5,56.95,Soybean
98.1,62.2,54.5,28.8,91.33,6.22,235.04,Rice
31.8,16.7,33.6,31.93,57.07,6.44,100.14,Mango
98.0,68.8,95.7,-0.8485080558751354,85.32,6.71,102.43,Sugarcane
30.5,77.2,32.0,19.97,61.84,6.51,37.52,Lentil
66.4,63.6,86.8,24.28,72.66,6.4,104.15,Chili
97.5,51.0,75.2,23.28,71.07,6.43,76.71,Maize
120.0,76.4,125.2,18.23,82.72,6.08,72.68,Cauliflower
31.8,86.6,32.5,14.46,73.58,6.8,50.8,Pea
69.3,53.2,50.4,18.78,61.2,6.43,79.77,Wheat
34.5,51.7,34.8,25.49,70.11,6.65,57.44,Soybean
98.9,59.8,53.8,26.39,85.29,6.21,3.1500625506153495,Rice
62.2,74.0,75.1,23.05,87.02,4.92,52.19,Potato
89.2,60.0,105.5,26.84,79.33,6.94,113.35,Sugarcane
24.5,21.6,31.0,19.95,56.93,6.0,144.66,Apple
59.0,53.9,53.4,17.55,66.97,6.31,50.45,Mustard
123.9,80.2,140.7,18.8,86.03,6.24,74.11,Cauliflower
64.2,54.9,56.4,13.82,67.2,6.8,60.69,Mustard
70.3,77.2,62.8,19.41,68.71,6.69,54.07,Onion
29.7,77.1,27.8,17.12,66.37,6.16,37.48,Lentil
27.2,81.4,25.3,16.28,71.64,6.66,43.62,Pea
83.6,51.0,90.6,27.52,68.66,6.6,104.39,Chili
104.4,59.5,72.1,24.09,68.04,6.21,83.52,Maize
127.3,98.5,358.5,28.42,80.77,5.94,136.12,Banana
64.8,70.2,64.8,14.82,71.87,6.77,39.9,Garlic
28.5,84.8,22.4,17.8,67.15,6.69,29.74,Lentil
57.2,66.0,56.5,16.1,63.72,6.66,52.14,Mustard
99.7,64.5,52.5,28.46,87.92,6.37,232.23,Rice
63.6,58.9,67.8,18.92,82.11,1.8387957396431616,63.27,Potato
58.9,42.0,49.3,14.33,58.7,6.68,46.82,Barley
55.0,32.8,28.1,29.84,55.38,6.64,57.85,Millet
115.2,97.8,369.8,27.03,81.45,5.91,142.51,Banana
31.9,18.8,36.5,30.86,64.15,6.31,108.82,Mango
101.6,56.2,51.5,29.68,89.13,6.23,271.17,Rice
139.3,82.8,141.4,18.56,87.84,6.16,77.97,Cabbage
28.0,74.8,33.9,15.04,74.96,6.79,47.47,Pea
51.0,28.2,26.6,28.77,54.17,6.7,39.61,Millet
92.6,45.6,62.6,33.73,87.48,6.46,227.05,Rice
70.1,74.9,69.8,23.62,85.19,5.02,56.04,Potato
66.5,55.7,61.9,24.17,70.25,6.73,62.01,Tomato
95.7,54.6,72.9,25.69,74.44,6.78,74.81,Maize
98.1,66.8,94.6,27.96,84.21,7.2,109.75,Sugarcane
110.0,60.5,70.9,24.05,83.24,6.24,234.6,Rice
44.9,34.5,25.6,28.22,51.36,6.38,67.32,Millet
31.3,93.7,28.5,20.64,68.92,6.6,38.1,Lentil
39.4,81.4,33.2,13.19,77.7,7.01,53.63,Pea
30.9,81.9,28.8,19.61,63.4,6.96,30.24,Lentil
93.1,67.7,100.7,26.57,82.36,13.520745879354235,116.77,Sugarcane
69.8,53.1,51.6,22.73,62.47,6.77,61.65,Wheat
129.3,97.9,379.0,28.97,79.59,5.93,138.93,Banana
98.9,73.2,87.8,33.08,82.99,6.95,124.55,Sugarcane
37.3,91.9,33.8,15.5,76.39,6.74,44.43,Pea
29.5,83.2,30.1,20.64,63.8,6.6,36.88,Lentil
70.9,57.9,67.4,18.98,71.34,6.53,52.02,Onion
109.5,56.2,54.5,28.68,86.12,6.41,230.07,Rice
58.5,59.4,65.6,16.27,69.88,6.31,50.67,Garlic
35.3,52.6,32.5,24.58,59.19,6.55,54.99,Soybean
31.4,17.7,30.7,20.08,65.05,5.74,156.43,Apple
34.3,73.5,27.9,13.25,76.24,6.55,40.0,Pea
108.6,57.4,72.7,23.02,70.29,6.47,86.6,Maize
113.3,110.8,431.7,26.95,79.35,5.9,149.97,Banana
63.4,75.0,64.0,21.26,71.2,6.3,40.77,Onion
66.7,52.4,62.3,23.36,59.22,6.6,53.33,Tomato
87.4,64.1,81.4,27.25,65.59,6.42,111.04,Chili
49.5,31.1,27.1,32.01,54.15,6.66,52.34,Millet
30.3,17.0,28.6,20.78,59.22,6.31,145.04,Apple
63.3,73.1,61.7,19.47,86.15,5.09,58.06,Potato
53.3,37.7,34.0,31.22,51.07,6.25,42.44,Millet
88.2,54.3,77.3,22.62,67.87,6.37,87.05,Chili
103.3,48.7,78.9,21.28,72.76,6.61,67.71,Maize
122.3,82.6,123.9,17.29,83.0,6.08,79.09,Cabbage
25.8,21.1,34.5,29.57,60.7,6.89,87.13,Mango
70.4,64.9,63.3,20.94,88.18,5.2,64.3,Potato
56.2,53.5,61.8,18.02,64.19,6.98,53.41,Mustard
72.0,66.1,69.0,21.24,66.3,6.5,48.69,Onion
100.3,63.7,92.4,21.78,71.08,6.04,65.07,Maize
33.2,21.9,23.4,30.01,57.42,6.87,87.96,Mango
67.7,59.7,66.0,27.78,69.4,6.48,65.37,Tomato
29.8,41.4,27.1,25.55,65.56,6.46,56.11,Soybean
73.9,61.9,65.3,15.73,70.37,6.4,44.0,Garlic
72.1,42.0,35.7,21.68,57.72,6.95,58.58,Wheat
59.0,61.0,52.1,21.04,67.48,6.69,54.97,Mustard
59.4,64.6,63.3,17.09,85.77,5.08,59.62,Potato
64.2,42.6,35.1,21.25,56.42,6.81,92.28,Wheat
134.2,78.7,132.3,16.47,85.42,6.17,66.56,Cabbage
90.9,70.7,85.5,24.14,68.46,6.37,73.06,Maize
29.6,20.0,21.7,33.03,60.95,6.22,112.21,Mango
26.1,80.6,31.7,14.59,75.61,6.9,48.25,Pea
57.7,30.2,27.8,28.47,50.7,6.57,48.09,Millet
50.1,45.1,52.0,17.22,61.77,6.99,56.01,Barley
92.1,69.6,77.7,24.68,69.74,6.03,92.43,Maize
121.6,102.1,420.8,29.31,77.23,6.14,149.91,Banana
99.0,63.6,85.6,24.33,73.52,6.57,82.37,Maize
29.5,80.4,30.8,17.39,65.37,6.49,34.11,Lentil
32.2,20.1,30.6,20.29,65.8,6.47,136.29,Apple
128.6,94.3,366.5,28.03,81.94,6.27,150.61,Banana
29.1,79.2,32.1,15.3,75.28,7.04,42.53,Pea
53.5,32.0,29.9,30.87,45.91,6.04,54.02,Millet
31.1,,29.4,23.68,57.98,6.29,139.18,Apple
123.8,82.4,127.2,18.4,86.06,6.1,76.01,Cauliflower
62.5,44.3,42.7,22.42,61.09,6.83,80.19,Wheat
26.9,50.6,32.7,26.63,70.03,6.26,58.26,Soybean
34.8,83.8,26.2,19.0,65.62,6.52,34.48,Lentil
29.5,20.1,33.6,20.89,60.05,5.9,145.74,Apple
57.5,29.4,30.7,28.76,52.31,6.12,63.4,Millet
56.9,31.1,27.3,30.08,48.93,6.16,52.64,Millet
83.5,51.6,85.4,27.09,72.92,6.83,96.51,Chili
62.3,53.8,59.4,24.18,66.23,6.38,52.85,Tomato
46.9,26.6,29.4,51.545668342254615,56.38,6.08,39.08,Millet
95.8,62.6,63.3,28.15,86.12,6.08,224.36,Rice
83.8,63.9,106.0,27.61,82.7,7.25,121.2,Sugarcane
33.5,48.8,35.8,24.22,65.71,6.42,55.7,Soybean
27.2,78.6,31.0,20.91,63.5,6.6,30.61,Lentil
54.9,50.6,56.7,13.0,61.01,6.69,52.27,Mustard
69.7,60.4,65.5,19.44,87.16,4.98,58.63,Potato
28.1,47.1,35.7,27.73,63.59,6.6,54.41,Soybean
112.4,73.5,127.8,17.06,84.64,5.98,71.59,Cauliflower
116.9,106.3,385.1,27.95,79.33,5.86,149.65,Banana
66.0,46.6,53.5,21.79,60.64,6.99,66.4,Wheat
33.3,21.5,24.0,28.87,67.68,6.62,103.07,Mango
81.6,55.9,84.1,28.66,65.7,6.29,73.91,Chili
134.5,93.8,392.7,29.09,79.67,5.79,131.08,Banana
31.4,85.2,26.1,14.88,72.63,6.26,50.53,Pea
63.1,38.0,45.1,21.5,56.97,7.13,79.26,Wheat
125.5,84.1,125.8,15.83,82.09,6.41,75.0,Cabbage
80.4,58.8,73.3,28.43,74.89,6.39,79.53,Chili
50.6,49.4,52.0,19.05,62.71,6.82,50.2,Mustard
88.3,88.5,86.4,24.84,84.34,6.31,109.56,Sugarcane
69.4,63.4,71.3,21.89,87.76,,56.76,Potato
34.7,,24.3,21.37,57.68,6.14,149.28,Apple
66.6,60.1,62.7,26.79,73.7,6.54,55.6,Tomato
60.3,68.7,65.3,18.71,68.22,6.67,47.01,Onion
129.2,82.6,136.5,17.07,86.22,6.18,81.08,Cauliflower
27.5,19.6,28.6,22.21,58.42,5.87,165.9,Apple
,77.2,27.2,15.32,73.96,6.65,49.29,Pea
60.2,45.1,45.0,15.2,62.35,6.59,63.17,Barley
92.3,75.2,86.3,27.94,80.94,7.25,112.89,Sugarcane
,79.2,25.0,19.67,62.92,6.8,34.67,Lentil
87.6,54.9,92.1,27.47,84.29,6.53,93.5,Sugarcane
59.1,66.8,56.5,21.03,66.44,6.69,48.39,Onion
